Unnamed: 0,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
2623,In The Name Of Love - Recorded At Spotify Studios NYC,Kari Jobe,alt-rock,0.375,0.675,-8.985,0.0951,0.187,205738,0.542,0.0452,2,Rock
2645,Let It Snow,Jeremy Camp,alt-rock,0.705,0.598,-6.621,0.254,0.943,130386,0.0923,0.0461,0,Rock
2646,Get Innocuous! - Soulwax Remix,LCD Soundsystem;Soulwax,alt-rock,0.997,0.667,-5.832,0.241,0.693,601240,0.0745,0.0457,0,Rock
2651,Bottom Of The Deep Blue Sea,MISSIO,alt-rock,0.754,0.573,-4.788,0.104,0.241,231586,0.0248,0.0329,58,Rock
2652,Song for Zula,Phosphorescent,alt-rock,0.623,0.486,-8.264,0.0509,0.525,370200,0.734,0.0358,62,Rock
2654,The Sound,The 1975,alt-rock,0.936,0.648,-4.745,0.482,0.566,248879,0.085,0.0762,63,Rock
2655,Trust in You,Lauren Daigle,alt-rock,0.636,0.413,-5.651,0.106,0.203,211600,0.0186,0.0407,66,Rock
2657,Black,Pearl Jam,alt-rock,0.684,0.36,-6.457,0.34,0.2,342653,0.323,0.0308,74,Rock
2660,Living Hope,Phil Wickham,alt-rock,0.535,0.292,-6.892,0.0977,0.316,327000,0.0355,0.0393,55,Rock
2663,The Heart Of Worship,Matt Redman,alt-rock,0.28,0.507,-10.284,0.122,0.233,318120,0.775,0.0282,58,Rock
2669,Losing My Edge,LCD Soundsystem,alt-rock,0.978,0.754,-5.989,0.348,0.89,470215,0.000321,0.0664,0,Rock
2674,One Headlight,The Wallflowers,alt-rock,0.643,0.683,-7.425,0.0564,0.771,316520,0.000576,0.0312,0,Rock
2676,"I Need Some Sleep - From ""Shrek 2"" Soundtrack",Eels,alt-rock,0.307,0.664,-10.14,0.107,0.193,148186,0.869,0.0325,0,Rock
2680,Mountain Song,Jane's Addiction,alt-rock,0.932,0.218,-6.803,0.277,0.315,242720,0.0155,0.098,0,Rock
2684,Everything's Gonna Be Cool This Christmas,Eels,alt-rock,0.893,0.393,-6.955,0.135,0.756,170949,0.00118,0.0605,0,Rock
2686,"Christmas Is Going To The Dogs - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",Eels,alt-rock,0.865,0.579,-6.198,0.237,0.921,177466,0.146,0.0996,0,Rock
2690,"I'm Your Boogieman - From ""The Crow: City Of Angels"" Soundtrack",White Zombie,alt-rock,0.985,0.645,-3.715,0.223,0.446,267573,0.00113,0.111,0,Rock
2693,Daft Punk Is Playing at My House,LCD Soundsystem,alt-rock,0.839,0.922,-6.908,0.0217,0.977,201720,0.0195,0.0502,0,Rock
2694,Ding Dong Merrily On High (The Celebration's Starting),Rend Collective,alt-rock,0.715,0.696,-7.741,0.18,0.959,117226,0.34,0.0314,0,Rock
2695,Texan Book of the Dead,Clutch,alt-rock,0.88,0.436,-8.547,0.205,0.683,174800,0.0154,0.0651,0,Rock
2702,A Change Of Heart,The 1975,alt-rock,0.502,0.736,-7.465,0.0843,0.533,283840,0.223,0.0242,59,Rock
2703,Dreamin (with blackbear),The Score;blackbear,alt-rock,0.726,0.609,-3.947,0.0745,0.616,198640,0.00252,0.108,59,Rock
2706,I Am Defiant,The Seige,alt-rock,0.859,0.477,-3.649,0.71,0.504,248880,0.0932,0.264,60,Rock
2708,Ever Enough,A Rocket To The Moon,alt-rock,0.625,0.356,-3.455,0.107,0.293,187293,0.219,0.0317,56,Rock
2715,Joker And The Thief,Wolfmother,alt-rock,0.8,0.264,-2.427,0.406,0.465,279666,0.0195,0.0537,64,Rock
2716,The Drummer,Red Hot Chili Peppers,alt-rock,0.894,0.536,-5.687,0.118,0.784,202888,0.00596,0.0479,68,Rock
2718,Head Up,The Score,alt-rock,0.638,0.596,-5.849,0.138,0.269,169977,0.00494,0.0557,59,Rock
2730,Always Like This,Bombay Bicycle Club,alt-rock,0.613,0.649,-6.698,0.0872,0.679,245640,0.423,0.0321,0,Rock
2731,The Spirit Of Christmas - Medley,Michael W. Smith,alt-rock,0.478,0.282,-6.411,0.166,0.127,321773,0.835,0.0322,0,Rock
2737,Won't Back Down,Fuel,alt-rock,0.883,0.465,-4.794,0.638,0.133,201426,0.000101,0.0504,0,Rock
2751,Sincerity Is Scary,The 1975,alt-rock,0.524,0.664,-5.178,0.075,0.475,225955,0.0495,0.0283,66,Rock
2752,Seven Nation Army - The Glitch Mob Remix,The White Stripes;The Glitch Mob,alt-rock,0.844,0.701,-6.629,0.194,0.198,257021,0.152,0.133,65,Rock
2753,Dancing in the Moonlight,Toploader,alt-rock,0.845,0.639,-3.333,0.336,0.871,233373,0.0528,0.0372,67,Rock
2755,Unsteady - Erich Lee Gravity Remix,X Ambassadors;Erich Lee,alt-rock,0.574,0.345,-7.431,0.343,0.0736,204586,0.0112,0.0435,64,Rock
2759,The Best,Future Royalty,alt-rock,0.861,0.578,-6.043,0.103,0.575,226478,0.0328,0.0995,55,Rock
2762,The Hunter,Adam Jensen,alt-rock,0.762,0.527,-3.36,0.0765,0.564,210972,0.222,0.0778,59,Rock
2766,In The End,Black Veil Brides,alt-rock,0.939,0.442,-4.18,0.0857,0.27,228280,0.000183,0.0941,71,Rock
2767,Delusions of Saviour,Slayer,alt-rock,0.805,0.223,-8.969,0.0849,0.25,115413,0.000179,0.037,73,Rock
2768,Arriving Somewhere But Not Here,Porcupine Tree,alt-rock,0.789,0.377,-5.032,0.245,0.048,722200,0.016,0.0504,51,Rock
2770,The Kids Aren't Alright,The Offspring,alt-rock,0.943,0.523,-4.203,0.0579,0.766,180160,0.00704,0.0337,81,Rock
2778,White Christmas,Michael W. Smith;Lady Antebellum,alt-rock,0.552,0.335,-6.654,0.102,0.35,229106,0.465,0.0357,0,Rock
2780,Happy Holiday / Holiday Season - Medley,Michael W. Smith,alt-rock,0.67,0.339,-4.587,0.208,0.494,186760,0.511,0.0405,0,Rock
2789,Bolso Gris,Los Caligaris,alt-rock,0.72,0.686,-4.771,0.16,0.771,202000,0.0347,0.0252,46,Rock
2800,A Little Death,The Neighbourhood,alt-rock,0.763,0.53,-4.712,0.105,0.338,209706,0.0026,0.0332,65,Rock
2802,Rain (from The Suicide Squad),grandson;Jessie Reyez,alt-rock,0.643,0.483,-6.872,0.361,0.219,236040,0.0135,0.0404,63,Rock
2803,For the Damaged Coda,Blonde Redhead,alt-rock,0.47,0.5,-9.995,0.0899,0.0766,157000,0.798,0.0395,60,Rock
2804,Sweater Weather - Young Saab Remix,The Neighbourhood;Young Saab,alt-rock,0.954,0.583,-4.179,0.414,0.421,267270,0.000553,0.0788,61,Rock
2806,Ode To The Mets,The Strokes,alt-rock,0.617,0.426,-5.423,0.101,0.201,351786,0.341,0.0289,67,Rock
2808,All the Pretty Girls,KALEO,alt-rock,0.496,0.466,-6.606,0.117,0.352,269893,0.626,0.0302,70,Rock
2810,Here Without You - Acoustic Version,3 Doors Down,alt-rock,0.574,0.551,-6.265,0.186,0.308,232013,0.0203,0.0263,64,Rock
2811,Don’t Delete The Kisses,Wolf Alice,alt-rock,0.789,0.604,-6.259,0.368,0.348,275226,0.0011,0.0273,65,Rock
2814,Can You Hear Me Now,The Score,alt-rock,0.781,0.596,-6.493,0.178,0.155,194235,0.0131,0.0408,54,Rock
2815,Learn to Fly,Foo Fighters,alt-rock,0.919,0.465,-4.025,0.262,0.537,235293,1.83e-05,0.0408,77,Rock
2817,Trains - Remastered,Porcupine Tree,alt-rock,0.581,0.453,-12.713,0.154,0.213,360323,0.0256,0.0336,56,Rock
2850,Prey,The Neighbourhood,alt-rock,0.779,0.517,-5.005,0.0622,0.197,282640,0.0258,0.0477,67,Rock
2851,Change (In the House of Flies),Deftones,alt-rock,0.853,0.269,-4.647,0.118,0.179,299533,0.000249,0.0854,77,Rock
2853,How to Disappear Completely,Radiohead,alt-rock,0.302,0.167,-11.644,0.11,0.19,356333,0.316,0.0345,67,Rock
2854,Best of You,Foo Fighters,alt-rock,0.94,0.366,-5.119,0.188,0.369,255626,0.000769,0.0696,76,Rock
2855,Who I Am,The Score,alt-rock,0.689,0.547,-5.207,0.15,0.647,215746,0.0113,0.0335,55,Rock
2856,Street Fight,Adam Jensen,alt-rock,0.738,0.716,-6.347,0.113,0.349,191180,0.0018,0.0406,62,Rock
2858,Cold-Blooded,Zayde Wølf,alt-rock,0.72,0.445,-6.946,0.105,0.155,215232,0.000307,0.0502,54,Rock
2859,Playground (from the series Arcane League of Legends),Bea Miller,alt-rock,0.704,0.514,-6.859,0.13,0.361,230525,0.0107,0.0298,64,Rock
2867,In the Snow,Red Hot Chili Peppers,alt-rock,0.347,0.701,-11.279,0.0606,0.443,355397,0.574,0.0298,60,Rock
2869,Howlin' for You,The Black Keys,alt-rock,0.747,0.725,-5.545,0.104,0.38,191956,0.0272,0.0876,66,Rock
2873,Tornado Of Souls - Remastered 2004,Megadeth,alt-rock,0.982,0.519,-3.547,0.0971,0.361,319266,0.00203,0.108,68,Rock
2874,End of Me,Ashes Remain,alt-rock,0.823,0.59,-4.606,0.375,0.572,170426,0.00191,0.0394,64,Rock
2879,Tanto (I Want You) - Ao Vivo,Skank,alt-rock,0.839,0.511,-4.406,0.942,0.533,228040,0.0295,0.0324,45,Rock
2883,Looks That Kill,Static-X,alt-rock,0.956,0.641,-4.006,0.16,0.669,251600,0.00037,0.0376,0,Rock
2886,Cold,Static-X,alt-rock,0.962,0.457,-3.722,0.319,0.721,220400,0.000455,0.0495,0,Rock
2887,The Christmas Song,Newsboys,alt-rock,0.455,0.222,-7.039,0.148,0.237,246954,0.713,0.0341,0,Rock
2888,Wicked Ones,Dorothy,alt-rock,0.647,0.563,-4.675,0.359,0.691,173901,0.0337,0.0398,0,Rock
2892,All I Want For Christmas Is You,Newsboys,alt-rock,0.909,0.559,-6.215,0.0676,0.594,194306,0.0244,0.0713,0,Rock
2893,Cleveland Rocks,The Presidents Of The United States Of America,alt-rock,0.816,0.438,-7.573,0.382,0.644,153093,0.0171,0.0564,43,Rock
2904,In My Bones,The Score,alt-rock,0.678,0.579,-7.422,0.132,0.453,169121,0.000133,0.0289,55,Rock
2905,Bulletproof (with XYLØ),The Score;XYLØ,alt-rock,0.714,0.548,-6.207,0.132,0.533,190106,0.0117,0.086,53,Rock
2906,Time of Dying,Three Days Grace,alt-rock,0.873,0.306,-3.668,0.52,0.452,186373,0.00105,0.0567,66,Rock
2907,God Only Knows,for KING & COUNTRY,alt-rock,0.417,0.597,-7.952,0.128,0.263,229760,0.395,0.0502,65,Rock
2908,Whispers in the Dark,Skillet,alt-rock,0.938,0.509,-3.883,0.14,0.335,204346,0.000644,0.0715,66,Rock
2911,Carry Me Home,Red Hot Chili Peppers,alt-rock,0.715,0.481,-7.14,0.181,0.222,253494,0.023,0.0661,61,Rock
2915,Afterlife,Red Hot Chili Peppers,alt-rock,0.866,0.561,-5.258,0.0414,0.824,254301,0.00623,0.0352,63,Rock
2916,The Pot,TOOL,alt-rock,0.79,0.469,-6.889,0.282,0.466,381946,0.000148,0.0391,69,Rock
2919,Bag of Grins,Red Hot Chili Peppers,alt-rock,0.812,0.486,-6.244,0.201,0.303,306434,0.0106,0.0553,62,Rock
2920,Shoot Me a Smile,Red Hot Chili Peppers,alt-rock,0.798,0.576,-6.691,0.137,0.399,222737,0.125,0.0351,62,Rock
2923,My God Is Still The Same,Sanctus Real,alt-rock,0.821,0.445,-5.146,0.357,0.398,205146,0.0129,0.136,66,Rock
2924,Totally,Inhaler,alt-rock,0.718,0.618,-7.494,0.0863,0.371,236146,0.000303,0.0262,0,Rock
2927,Wild Child,The Black Keys,alt-rock,0.639,0.68,-6.233,0.0398,0.957,164866,0.017,0.0278,69,Rock
2928,Man in the Box,Alice In Chains,alt-rock,0.791,0.355,-7.565,0.0969,0.758,285200,0.00045,0.0453,75,Rock
2935,Cheer Up Baby,Inhaler,alt-rock,0.914,0.462,-6.382,0.0978,0.326,233906,0.00124,0.0416,0,Rock
2947,Necesito Tu Amor,Fidel Nadal,alt-rock,0.827,0.714,-4.011,0.226,0.781,254413,0.00837,0.0325,45,Rock
2949,Bring The Noise,Anthrax;Public Enemy,alt-rock,0.831,0.599,-7.86,0.117,0.281,210493,0.000155,0.159,0,Rock
2952,Time to Pretend,MGMT,alt-rock,0.94,0.438,-3.249,0.3,0.421,261000,8.74e-05,0.0452,72,Rock
2956,"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell,alt-rock,0.869,0.366,-3.316,0.254,0.384,240120,0.0207,0.0387,60,Rock
2964,Jigsaw Falling Into Place,Radiohead,alt-rock,0.832,0.462,-6.085,0.0741,0.807,248893,0.108,0.0479,69,Rock
2966,New Kings,Sleeping Wolf,alt-rock,0.817,0.558,-3.619,0.384,0.429,234613,0.0147,0.0481,57,Rock
2969,The Champion,The Score,alt-rock,0.653,0.407,-5.901,0.402,0.355,159741,0.000935,0.035,56,Rock
2972,You're Going Down,Sick Puppies,alt-rock,0.833,0.49,-5.899,0.15,0.39,187346,0.0116,0.0487,66,Rock
2986,Waiting,The Adams,alt-rock,0.915,0.448,-4.737,0.231,0.626,239386,0.00108,0.0685,45,Rock
6000,Hallowed Be Thy Name,Cradle Of Filth,black-metal,0.972,0.428,-1.998,0.0787,0.225,430733,7.16e-05,0.0666,51,Metal
6001,Doomswitch,Make Them Suffer,black-metal,0.952,0.25,-4.059,0.0892,0.126,275205,2.45e-05,0.209,58,Metal
6003,I Want to Be with You,Sadness,black-metal,0.466,0.144,-6.715,0.0764,0.0737,355474,0.686,0.0522,41,Metal
6004,Nymphetamine Fix,Cradle Of Filth,black-metal,0.905,0.462,-3.825,0.0839,0.253,302360,0.00066,0.0438,54,Metal
6006,Deathcrush,Mayhem,black-metal,0.908,0.219,-8.505,0.319,0.208,212986,1.92e-06,0.1,51,Metal
6009,O Father O Satan O Sun!,Behemoth,black-metal,0.92,0.261,-4.151,0.157,0.183,433440,0.000382,0.064,49,Metal
6010,Gateways,Dimmu Borgir,black-metal,0.943,0.172,-4.377,0.168,0.15,310026,0.000224,0.107,49,Metal
6011,Blow Your Trumpets Gabriel,Behemoth,black-metal,0.945,0.175,-4.632,0.285,0.169,265440,0.000226,0.0832,47,Metal
6016,Sapphire,Alcest,black-metal,0.76,0.402,-8.138,0.0791,0.199,300503,1.05e-05,0.0386,49,Metal
6018,Immortal Rites,Morbid Angel,black-metal,0.934,0.19,-7.796,0.363,0.36,243520,8.08e-06,0.056,48,Metal
6019,Ov Fire and the Void,Behemoth,black-metal,0.973,0.471,-4.35,0.0243,0.152,267320,2.29e-05,0.0806,49,Metal
6021,Apophis,Shemhamforash,black-metal,0.983,0.265,-7.109,0.04,0.106,428000,5.64e-06,0.139,47,Metal
6025,Heaven on Earth,I AM,black-metal,0.937,0.185,-2.979,0.125,0.0599,209346,8.28e-05,0.0799,27,Metal
6027,The Annual Horrors,Avhath,black-metal,0.944,0.338,-7.518,0.161,0.115,138837,0.00012,0.0547,26,Metal
6028,Burning Heart - Survivor Cover,Eshtadur,black-metal,0.921,0.427,-4.639,0.0839,0.397,273871,0.00163,0.0608,25,Metal
6029,Once upon the Cross,Deicide,black-metal,0.95,0.205,-8.498,0.212,0.313,214213,1.93e-05,0.131,0,Metal
6031,From the Cradle to Enslave,Cradle Of Filth,black-metal,0.926,0.342,-6.313,0.186,0.0972,397160,3.96e-05,0.0939,48,Metal
6033,Her Ghost in the Fog,Cradle Of Filth,black-metal,0.996,0.379,-3.023,0.0981,0.0386,384813,0.00457,0.285,48,Metal
6034,Give Up / Vas a Morir,End It,black-metal,0.932,0.197,-4.834,0.349,0.734,145264,1.41e-05,0.0811,26,Metal
6035,Until It Is Not,Wiegedood,black-metal,0.943,0.223,-3.981,0.375,0.0306,340482,2.58e-05,0.235,25,Metal
6037,The Great Stone War,Winds of Plague,black-metal,0.976,0.276,-3.863,0.581,0.137,257733,4.37e-05,0.185,25,Metal
6039,Courting Baphomet,Cradle Of Filth,black-metal,0.968,0.476,-5.046,0.0469,0.421,317480,0.000103,0.0424,0,Metal
6041,Lilith,Therion,black-metal,0.8,0.328,-4.682,0.265,0.428,148626,0.00193,0.0374,26,Metal
6042,One Way Track,End It,black-metal,0.939,0.244,-3.156,0.343,0.394,135530,0.000255,0.126,30,Metal
6046,Crown,Samael,black-metal,0.921,0.266,-6.115,0.0929,0.399,246200,0.000736,0.0387,25,Metal
6048,Till We Meet Again,Samael,black-metal,0.943,0.357,-6.679,0.226,0.257,251706,0.000122,0.0608,24,Metal
6050,Years of Silence,Thurisaz,black-metal,0.738,0.26,-7.454,0.0799,0.242,431293,0.283,0.0378,49,Metal
6051,Dream House,Deafheaven,black-metal,0.804,0.1,-4.669,0.384,0.0954,554573,6.84e-06,0.0768,46,Metal
6052,A Desolation Song (2016 - Remaster),Agalloch,black-metal,0.666,0.246,-9.228,0.223,0.319,308522,0.375,0.0487,12,Metal
6054,The Death of Love,Cradle Of Filth,black-metal,0.959,0.555,-4.212,0.39,0.396,433706,0.000974,0.0403,42,Metal
6056,In The Shadow Of Our Pale Companion (2016 - Remaster),Agalloch,black-metal,0.846,0.247,-6.737,0.125,0.0698,892319,0.00122,0.0531,11,Metal
6059,Affront Final,Akitsa,black-metal,1.0,0.325,-5.453,0.227,0.0441,300160,0.00065,0.0621,23,Metal
6060,In Linear Lights,In The Burial,black-metal,0.944,0.159,-5.807,0.0925,0.0375,478760,0.000388,0.0843,23,Metal
6061,The Archive,Wormwood,black-metal,0.948,0.424,-6.401,0.111,0.134,429540,0.0002,0.096,22,Metal
6063,Wild North West,Vreid,black-metal,0.865,0.307,-4.902,0.0452,0.191,323319,2.61e-05,0.0363,24,Metal
6066,Happy End,Gruzja,black-metal,0.863,0.575,-4.917,0.154,0.637,228491,0.000795,0.05,24,Metal
6068,Rid You of Your Flesh,LIK,black-metal,0.989,0.209,-4.644,0.177,0.113,220200,1.87e-06,0.125,23,Metal
6069,A Dying God Coming into Human Flesh,Celtic Frost,black-metal,0.329,0.153,-5.575,0.0604,0.0793,339186,0.0125,0.0362,47,Metal
6070,The Deathless Sun,Behemoth,black-metal,0.962,0.265,-4.871,0.4,0.156,283336,1.27e-05,0.108,51,Metal
6073,Babalon A.D. (So Glad for the Madness),Cradle Of Filth,black-metal,0.981,0.408,-5.364,0.288,0.204,337933,0.000169,0.159,22,Metal
6075,Protection,Alcest,black-metal,0.901,0.156,-8.03,0.035,0.171,349968,1.99e-05,0.0562,44,Metal
6076,Raven Clows,Moonspell,black-metal,0.892,0.457,-6.28,0.231,0.581,196133,0.000349,0.0484,24,Metal
6077,A Fine Day to Die,Bathory,black-metal,0.931,0.232,-8.804,0.0927,0.0371,516266,0.00413,0.0808,48,Metal
6078,Blind Faith,End It,black-metal,0.931,0.21,-5.296,0.343,0.453,171458,3.55e-05,0.0669,24,Metal
6083,Leather And Metal,Cruel Force,black-metal,0.997,0.282,-4.833,0.052,0.615,166426,3.3e-06,0.0774,23,Metal
6084,Mind Corruption,Hypocrisy,black-metal,0.846,0.416,-8.412,0.0905,0.333,231333,5.56e-05,0.0377,25,Metal
6085,Nightside of Eden,Therion,black-metal,0.739,0.439,-7.746,0.227,0.308,449280,0.000155,0.0339,25,Metal
6086,The Soul Receiver,Old Man's Child,black-metal,0.922,0.414,-5.348,0.125,0.277,271493,4.17e-06,0.0377,23,Metal
6087,Invocation of Naamah,Therion,black-metal,0.727,0.403,-7.943,0.199,0.141,329360,0.000337,0.0372,24,Metal
6090,The Blazing Monoliths of Defiance,Dimmu Borgir,black-metal,0.949,0.169,-6.789,0.276,0.112,277093,2.47e-05,0.101,22,Metal
6091,Tales of Thy Spineless,Hypocrisy,black-metal,0.958,0.169,-5.11,0.171,0.139,276324,1.87e-06,0.13,25,Metal
6092,Entranced By the Wolfshook,Bölzer,black-metal,0.901,0.147,-11.921,0.0617,0.0978,403000,1.76e-05,0.119,23,Metal
6094,Mother North,Satyricon,black-metal,0.995,0.0855,-9.285,0.988,0.0263,502586,0.000706,0.372,22,Metal
6095,Valley of the Damned,Hypocrisy,black-metal,0.984,0.4,-3.939,0.324,0.0724,257013,1.98e-06,0.123,25,Metal
6096,The Ones Who Came Before,Samael,black-metal,0.94,0.355,-7.446,0.214,0.126,222520,1.83e-06,0.0781,23,Metal
6098,Rebirth by Blasphemy,Midnight,black-metal,0.944,0.172,-5.545,0.117,0.221,187506,3.75e-05,0.0683,23,Metal
6101,Near,Deafheaven,black-metal,0.48,0.296,-9.685,0.112,0.157,328642,0.166,0.0281,40,Metal
6102,Triumph of Death,Vader,black-metal,0.959,0.555,-4.58,0.0969,0.299,225920,2.68e-05,0.0668,52,Metal
6103,The Iron Gate,I AM,black-metal,0.962,0.295,-3.0,0.534,0.107,245706,0.000481,0.0885,22,Metal
6107,Obsidian Spires,De Profundis,black-metal,0.953,0.279,-6.137,0.174,0.246,302053,0.000273,0.103,22,Metal
6108,The Satanist,Behemoth,black-metal,0.943,0.374,-4.108,0.125,0.338,333826,0.000175,0.0556,40,Metal
6109,You Without End,Deafheaven,black-metal,0.817,0.295,-7.594,0.32,0.276,456440,0.0392,0.0429,42,Metal
6110,Sunbather,Deafheaven,black-metal,0.804,0.106,-4.727,0.31,0.112,616786,3.25e-06,0.0734,41,Metal
6111,The Sound of Hunger Rises,Xanthochroid,black-metal,0.829,0.239,-5.646,0.0838,0.148,362746,0.00245,0.0461,21,Metal
6112,Temple of Light,Negator,black-metal,0.927,0.417,-9.146,0.334,0.107,337315,1.56e-05,0.0801,21,Metal
6118,A Poisoned Gift,Moonspell,black-metal,0.826,0.523,-8.839,0.1,0.109,334533,0.000199,0.0542,22,Metal
6119,Devil is Your Master,Devil Master,black-metal,0.991,0.234,-5.322,0.362,0.0487,116867,1.17e-06,0.0863,23,Metal
6121,Steampop,Gruzja,black-metal,0.942,0.482,-5.292,0.509,0.401,212246,7.86e-05,0.175,22,Metal
6123,Left Hand Path,Entombed,black-metal,0.927,0.166,-8.797,0.344,0.219,399093,3.94e-06,0.0736,46,Metal
6124,End It,End It,black-metal,0.917,0.208,-5.217,0.179,0.391,97685,5.09e-05,0.0827,23,Metal
6125,Shadows Over Transylvania,Dark Funeral,black-metal,0.991,0.15,-7.704,0.274,0.0352,262466,2.91e-06,0.117,21,Metal
6128,Sorrow Infinite and Darkness,Nidingr,black-metal,0.95,0.168,-4.721,0.133,0.0559,322080,0.000338,0.104,21,Metal
6131,Drop the Match,Winds of Plague,black-metal,0.894,0.215,-5.774,0.276,0.35,214720,3.63e-05,0.125,22,Metal
6137,In Defiance of Existence,Old Man's Child,black-metal,0.846,0.229,-5.895,0.491,0.175,296880,2.12e-06,0.0414,21,Metal
6140,Into The Pentagram,Samael,black-metal,0.729,0.311,-7.047,0.225,0.119,405800,0.000116,0.0346,21,Metal
6141,Ceremony of Opposites,Samael,black-metal,0.846,0.484,-6.371,0.137,0.207,279626,0.000409,0.0464,21,Metal
6143,Solar Soul,Samael,black-metal,0.981,0.535,-3.85,0.604,0.256,224400,0.00106,0.103,22,Metal
6144,Circle The Wagons,Darkthrone,black-metal,0.936,0.217,-4.072,0.308,0.333,166826,0.0442,0.0734,21,Metal
6145,To Our Martyrs,Samael,black-metal,0.969,0.248,-6.384,0.383,0.447,157280,0.000158,0.0615,21,Metal
6147,Iron Cage,Toxic Holocaust,black-metal,0.984,0.401,-3.445,0.0976,0.277,241981,1.69e-05,0.0859,23,Metal
6148,The End of Man Will Bring Peace to This Earth,Portrayal of Guilt,black-metal,0.879,0.154,-5.583,0.3,0.189,189709,0.000453,0.103,23,Metal
6149,Decrystallizing Reason,Emperor,black-metal,0.951,0.069,-2.357,0.282,0.0323,382826,4.05e-05,0.11,22,Metal
6152,Progenies of the Great Apocalypse,Dimmu Borgir,black-metal,0.939,0.11,-3.975,0.145,0.097,317800,0.000391,0.104,47,Metal
6153,Great Mass of Color,Deafheaven,black-metal,0.875,0.28,-5.312,0.15,0.462,360333,0.00284,0.0392,45,Metal
6154,Nexion 218,Dissection,black-metal,0.726,0.583,-8.623,0.369,0.221,92264,0.00044,0.036,46,Metal
6156,The Maw,Imperialist,black-metal,0.947,0.438,-6.562,0.185,0.151,327656,1.76e-06,0.0692,21,Metal
6161,Cerecloth,Naglfar,black-metal,0.967,0.361,-6.737,0.0876,0.034,245400,5.79e-06,0.0778,20,Metal
6162,Frightened Teeth,Avhath,black-metal,0.983,0.175,-4.698,0.362,0.107,130771,8.78e-06,0.121,21,Metal
6164,Fire God and Fear,Rotting Christ,black-metal,0.757,0.445,-6.186,0.108,0.147,289969,0.000447,0.0465,42,Metal
6167,I Am The Black Wizards,Emperor,black-metal,0.947,0.146,-5.708,0.185,0.0891,360840,7.68e-05,0.0838,46,Metal
6168,Hell's Master of Hell,Joel Grind,black-metal,0.995,0.331,-6.638,0.388,0.178,197267,6.08e-05,0.107,21,Metal
6172,Golgotha's Cruel Song,Devil Master,black-metal,0.961,0.107,-7.655,0.355,0.321,207480,6.86e-06,0.117,22,Metal
6173,In The Sign of the Horns,Dark Funeral,black-metal,0.98,0.146,-7.174,0.409,0.0358,223626,1.47e-06,0.0985,20,Metal
6176,The Blue Mists of Night,Empyrium,black-metal,0.688,0.181,-8.788,0.164,0.261,385600,0.00139,0.0372,22,Metal
6177,The Bestial Avenger,Nifelheim,black-metal,0.974,0.211,-4.478,0.329,0.146,317306,1.46e-05,0.105,21,Metal
6180,Beyond the Celestial Veil,Imperialist,black-metal,0.907,0.429,-6.775,0.193,0.165,497000,2.99e-06,0.0495,20,Metal
6181,One Thousand Years of Rain,Enslaved,black-metal,0.987,0.352,-5.596,0.335,0.144,493440,5.25e-05,0.072,20,Metal
6182,Celestial Deconstruction,1349,black-metal,0.981,0.169,-5.07,0.303,0.0393,465586,2.3e-06,0.133,20,Metal
6183,On Horns Impaled,Watain,black-metal,0.905,0.176,-4.609,0.326,0.0739,152133,2.64e-06,0.0815,20,Metal
6184,Abyssos Antithesis,1349,black-metal,0.911,0.0998,-11.959,0.18,0.0708,330066,4.3e-06,0.112,20,Metal
6189,Ataegina - re-mastered version,Moonspell,black-metal,0.799,0.47,-5.456,0.633,0.101,240133,0.00279,0.0317,21,Metal
6190,Fires Roar in the Palace of the Moon,Wolves In The Throne Room,black-metal,0.944,0.112,-5.628,0.0935,0.0342,689693,0.000139,0.153,20,Metal
6191,Punish Them,Anaal Nathrakh,black-metal,0.696,0.193,-4.937,0.227,0.0737,217773,1.06e-06,0.0907,21,Metal
6192,Hell Is Where I Stay,Hypocrisy,black-metal,0.902,0.478,-6.734,0.303,0.224,274146,1.41e-05,0.0447,22,Metal
6193,War Within,Hypocrisy,black-metal,0.959,0.53,-5.257,0.359,0.358,292506,1.23e-05,0.0502,22,Metal
6197,The Darkness That Embraces Me,Immortal,black-metal,0.956,0.144,-4.76,0.349,0.183,277693,1.61e-06,0.105,20,Metal
6198,Time's Edge,Toxic Holocaust,black-metal,0.987,0.401,-4.069,0.3,0.317,256398,2.2e-05,0.0774,23,Metal
6199,I Am the Labyrinth,Mayhem,black-metal,0.873,0.121,-5.598,0.449,0.0458,326040,1.18e-06,0.0718,20,Metal
6201,Not Unlike The Waves (2016 - Remaster),Agalloch,black-metal,0.861,0.181,-7.564,0.378,0.117,563569,8.7e-05,0.0539,10,Metal
6202,A Celebration For The Death Of Man... (2016 - Remaster),Agalloch,black-metal,0.549,0.539,-9.73,0.125,0.235,144347,0.315,0.0322,9,Metal
6204,Damnations Jaw,Kvaen;Mike Wead,black-metal,0.89,0.205,-13.05,0.176,0.0376,300248,7.88e-06,0.106,20,Metal
6208,Eaten,Bloodbath,black-metal,0.967,0.407,-4.213,0.103,0.198,258133,9.96e-05,0.0576,48,Metal
