,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
2332,Figure It Out,Royal Blood,alt-rock,0.817,0.657,-4.415,0.248,0.651,184053,0.262,0.0554,0,Rock
2336,Sexo Pudor Y Lágrimas,Aleks Syntek,alt-rock,0.484,0.63,-7.25,0.154,0.502,236866,0.892,0.0313,0,Rock
2339,Solo Ideales,La Ley,alt-rock,0.392,0.709,-17.241,0.0631,0.951,293853,0.193,0.0369,0,Rock
2341,11 Y 6,Fito Paez,alt-rock,0.506,0.746,-7.945,0.273,0.35,175720,0.159,0.0267,0,Rock
2342,Amiga Mía,Los Prisioneros,alt-rock,0.606,0.79,-7.699,0.133,0.903,244053,0.014,0.0519,0,Rock
2343,Estrechez De Corazón,Los Prisioneros,alt-rock,0.742,0.66,-8.08,0.15,0.46,383573,0.00151,0.034,0,Rock
2344,Hit Me,Molotov,alt-rock,0.818,0.701,-7.623,0.288,0.45,256385,0.518,0.0354,0,Rock
2346,Corazones Rojos,Los Prisioneros,alt-rock,0.507,0.775,-9.289,0.0677,0.752,211626,0.0015,0.165,0,Rock
2348,El Baile De Los Que Sobran,Los Prisioneros,alt-rock,0.621,0.818,-12.274,0.111,0.642,343701,0.297,0.0528,0,Rock
2349,Muevan Las Industrias,Los Prisioneros,alt-rock,0.604,0.686,-14.24,0.0907,0.553,248893,0.12,0.037,0,Rock
2350,Unfair,The Neighbourhood,alt-rock,0.572,0.477,-7.328,0.144,0.0414,146866,0.00708,0.0319,72,Rock
2351,Unsteady,X Ambassadors,alt-rock,0.665,0.389,-6.169,0.116,0.199,193546,0.178,0.0644,74,Rock
2352,Take on the World,You Me At Six,alt-rock,0.532,0.559,-6.461,0.0927,0.11,271306,0.157,0.0302,40,Rock
2354,Happiness,The 1975,alt-rock,0.905,0.662,-5.036,0.202,0.857,303903,0.0529,0.0383,70,Rock
2355,sail away,lovelytheband,alt-rock,0.835,0.743,-4.655,0.0912,0.955,179000,0.25,0.029,71,Rock
2356,Dumb,Nirvana,alt-rock,0.395,0.697,-13.58,0.173,0.876,151893,0.428,0.0281,75,Rock
2359,When We Are Together,The 1975,alt-rock,0.449,0.618,-10.565,0.116,0.699,216586,0.383,0.0435,69,Rock
2360,Last Resort,Papa Roach,alt-rock,0.89,0.589,-3.719,0.201,0.692,199906,0.000481,0.0603,80,Rock
2361,Lazarus,Porcupine Tree,alt-rock,0.581,0.354,-6.074,0.177,0.338,258586,0.201,0.0302,53,Rock
2362,Ghost Town,Layto;Neoni,alt-rock,0.643,0.631,-5.656,0.0937,0.528,193846,0.0658,0.053,62,Rock
2363,Looking For Somebody (To Love),The 1975,alt-rock,0.957,0.522,-4.924,0.144,0.917,178617,0.0515,0.0687,72,Rock
2364,Part Of The Band,The 1975,alt-rock,0.51,0.714,-8.216,0.253,0.832,260148,0.76,0.0453,69,Rock
2365,Fighter,The Score,alt-rock,0.835,0.521,-3.717,0.091,0.482,156666,0.0259,0.0728,65,Rock
2366,Killing In The Name,Rage Against The Machine,alt-rock,0.833,0.466,-4.215,0.0327,0.661,313573,0.0266,0.304,80,Rock
2367,Everlong,Foo Fighters,alt-rock,0.881,0.413,-5.541,0.0805,0.364,250546,5.99e-05,0.0367,84,Rock
2368,You Say,Lauren Daigle,alt-rock,0.632,0.494,-6.89,0.0869,0.0797,274693,0.682,0.0342,75,Rock
2369,Playground (from the series Arcane League of Legends),Bea Miller;Arcane;League of Legends,alt-rock,0.703,0.514,-6.859,0.13,0.356,230525,0.0107,0.0298,70,Rock
2370,The Resistance,Skillet,alt-rock,0.941,0.483,-3.598,0.31,0.503,232066,0.000526,0.0575,69,Rock
2372,Unstoppable Now,The Phantoms,alt-rock,0.791,0.64,-5.342,0.0802,0.311,221576,0.000627,0.0647,44,Rock
2373,Dark Side,Bishop Briggs,alt-rock,0.55,0.713,-5.982,0.0887,0.13,208773,0.613,0.065,2,Rock
2374,You And Me,Lifehouse,alt-rock,0.427,0.459,-7.733,0.168,0.357,195493,0.112,0.0267,1,Rock
2375,Dead Man's Arms,Bishop Briggs,alt-rock,0.508,0.535,-5.996,0.0993,0.236,245173,0.233,0.0318,1,Rock
2379,Epiphany,Staind,alt-rock,0.487,0.559,-9.349,0.129,0.145,256133,0.0333,0.0266,0,Rock
2380,Eyes Wide Open,Staind,alt-rock,0.936,0.29,-3.876,0.0573,0.432,210600,0.000481,0.211,0,Rock
2382,JEKYLL & HIDE,Bishop Briggs,alt-rock,0.602,0.596,-4.876,0.0821,0.611,196346,0.0352,0.0413,0,Rock
2383,River,Bishop Briggs,alt-rock,0.484,0.726,-6.708,0.0874,0.561,214280,0.274,0.0477,0,Rock
2384,Deep Inside of You,Third Eye Blind,alt-rock,0.558,0.508,-6.605,0.0822,0.16,250293,0.00351,0.0238,0,Rock
2385,Añejo W,Los Caligaris,alt-rock,0.892,0.676,-5.065,0.346,0.829,303878,0.326,0.0348,52,Rock
2386,Sobre o Tempo,Pato Fu,alt-rock,0.551,0.633,-12.294,0.144,0.427,207533,0.00731,0.0427,52,Rock
2387,Headful of Ghosts,Bush,alt-rock,0.706,0.432,-5.061,0.378,0.29,261293,0.00108,0.0426,0,Rock
2388,"Baby, It’s Cold Outside",Barns Courtney;Lennon Stella,alt-rock,0.637,0.678,-5.144,0.0334,0.715,115867,0.559,0.0866,0,Rock
2389,Love Will Tear Us Apart,Joy Division,alt-rock,0.902,0.524,-8.662,0.137,0.907,204621,0.000989,0.0368,0,Rock
2390,Bring On The Holidays,TobyMac,alt-rock,0.723,0.588,-6.537,0.047,0.329,205482,0.0908,0.0298,0,Rock
2391,Ojos De Video Tape,Charly García,alt-rock,0.459,0.477,-10.214,0.228,0.326,217853,0.715,0.0261,0,Rock
2392,Si Tu No Estas Aqui,La Ley,alt-rock,0.348,0.732,-17.078,0.197,0.963,184253,0.0484,0.0476,0,Rock
2393,Prisioneros De La Piel,La Ley,alt-rock,0.282,0.733,-17.764,0.0834,0.92,201146,0.0487,0.0381,0,Rock
2394,All I Need For Christmas,TobyMac;Terrian,alt-rock,0.762,0.638,-4.053,0.0523,0.736,181764,0.0583,0.0976,0,Rock
2395,Christmas This Year,TobyMac;Leigh Nash,alt-rock,0.795,0.666,-3.762,0.365,0.735,210680,0.0753,0.0302,0,Rock
2396,Yendo De La Cama Al Living,Charly García,alt-rock,0.433,0.659,-9.426,0.13,0.572,283760,0.368,0.19,0,Rock
2398,A feira,O Rappa,alt-rock,0.886,0.713,-7.75,0.0496,0.9,239533,0.0012,0.0411,0,Rock
2399,Demoliendo Hoteles,Charly García,alt-rock,0.702,0.616,-8.467,0.391,0.41,135973,0.00321,0.0618,0,Rock
2400,Void,The Neighbourhood,alt-rock,0.582,0.534,-7.912,0.0883,0.346,203666,0.047,0.0401,68,Rock
2401,Brazil,Declan McKenna,alt-rock,0.617,0.687,-5.213,0.0898,0.665,252306,0.0941,0.0287,80,Rock
2402,Otherside,Red Hot Chili Peppers,alt-rock,0.795,0.458,-3.265,0.0756,0.513,255373,0.00316,0.0574,80,Rock
2404,Scar Tissue,Red Hot Chili Peppers,alt-rock,0.717,0.595,-4.803,0.108,0.547,215906,0.0779,0.0295,79,Rock
2405,How You Remind Me,Nickelback,alt-rock,0.764,0.446,-5.042,0.099,0.543,223840,0.00135,0.033,80,Rock
2406,Karma Police,Radiohead,alt-rock,0.501,0.36,-9.129,0.172,0.324,264066,0.0638,0.0258,76,Rock
2407,Far Away,Nickelback,alt-rock,0.797,0.518,-5.153,0.107,0.293,238173,0.000681,0.0309,73,Rock
2408,Dark Necessities,Red Hot Chili Peppers,alt-rock,0.742,0.7,-6.777,0.11,0.197,302000,0.0722,0.0716,74,Rock
2409,Lithium,Nirvana,alt-rock,0.656,0.678,-6.41,0.0631,0.485,257053,0.00174,0.0381,73,Rock
2410,Lost In The Wild,WALK THE MOON,alt-rock,0.77,0.483,-4.829,0.182,0.386,235960,0.007,0.0512,67,Rock
2411,Middle Finger,Bohnes,alt-rock,0.656,0.685,-6.013,0.347,0.392,229986,0.437,0.0383,67,Rock
2412,Glitter & Gold,Barns Courtney,alt-rock,0.625,0.487,-5.112,0.226,0.351,176093,0.374,0.0401,69,Rock
2413,Wintering,The 1975,alt-rock,0.882,0.643,-5.431,0.28,0.941,165457,0.363,0.0808,70,Rock
2414,The Kid I Used to Know,Arrested Youth,alt-rock,0.776,0.639,-4.61,0.18,0.267,145801,0.0731,0.0829,66,Rock
2415,Way Maker - Live,Leeland,alt-rock,0.524,0.432,-8.721,0.682,0.183,503240,0.0289,0.0321,67,Rock
2416,Our God,Chris Tomlin,alt-rock,0.778,0.509,-3.608,0.19,0.216,285160,0.00998,0.0295,63,Rock
2417,Who Am I,Casting Crowns,alt-rock,0.472,0.545,-7.552,0.0684,0.193,335906,0.434,0.0279,65,Rock
2418,The Fear,The Score,alt-rock,0.628,0.498,-5.709,0.362,0.218,183853,0.00686,0.0317,62,Rock
2419,O Preço - Ao Vivo,Charlie Brown Jr.,alt-rock,0.959,0.417,-5.853,0.764,0.522,193933,0.0741,0.154,51,Rock
2420,Confidence,Sanctus Real,alt-rock,0.818,0.452,-4.59,0.125,0.373,181812,0.0411,0.0427,58,Rock
2421,Tendo A Lua - Ao Vivo,Os Paralamas Do Sucesso,alt-rock,0.794,0.492,-5.823,0.873,0.683,200826,0.196,0.046,51,Rock
2422,Vícios E Virtudes - Ao Vivo,Charlie Brown Jr.,alt-rock,0.916,0.378,-7.516,0.988,0.622,189413,0.024,0.0921,51,Rock
2423,Rocanrol N´n´n´,Las Pastillas del Abuelo,alt-rock,0.589,0.703,-6.106,0.145,0.931,266143,0.138,0.0249,50,Rock
2424,Um Cara de Sorte,Detonautas Roque Clube,alt-rock,0.636,0.524,-5.884,0.11,0.247,244013,0.163,0.0302,50,Rock
2425,Atmosphere,Joy Division,alt-rock,0.387,0.616,-11.813,0.116,0.435,249478,0.227,0.0314,1,Rock
2426,Choke,I DONT KNOW HOW BUT THEY FOUND ME,alt-rock,0.85,0.516,-3.91,0.295,0.583,195717,0.00139,0.0706,0,Rock
2427,Gracias,Moderatto,alt-rock,0.906,0.531,-4.791,0.101,0.347,231719,0.0286,0.0352,0,Rock
2428,Epic - Radio Edit,Faith No More,alt-rock,0.889,0.487,-7.998,0.157,0.265,239360,0.101,0.073,0,Rock
2430,Hellfire,Barns Courtney,alt-rock,0.846,0.529,-5.513,0.205,0.69,168853,0.244,0.0483,0,Rock
2431,Are You Gonna Be My Girl,Jet,alt-rock,0.95,0.598,-3.358,0.154,0.577,215000,0.00167,0.0848,1,Rock
2432,No Rain,Blind Melon,alt-rock,0.573,0.359,-6.054,0.136,0.562,217200,0.665,0.0326,0,Rock
2433,I Alone,Live,alt-rock,0.843,0.424,-6.197,0.366,0.115,230826,0.00101,0.0394,0,Rock
2434,Rock and Roll,The Velvet Underground,alt-rock,0.738,0.494,-8.347,0.544,0.735,283000,0.00394,0.0345,0,Rock
2435,Ni Siquiera Entre Tus Brazos,Ella Es Tan Cargosa,alt-rock,0.715,0.63,-6.385,0.245,0.765,214213,0.0265,0.0271,51,Rock
2436,Epic,Faith No More,alt-rock,0.899,0.358,-7.069,0.195,0.27,293933,0.0112,0.134,0,Rock
2437,War Pigs,Faith No More,alt-rock,0.891,0.323,-7.018,0.243,0.235,465933,0.00126,0.119,0,Rock
2438,Sólo Quédate En Silencio,Moderatto;Danna Paola,alt-rock,0.643,0.337,-7.122,0.0857,0.167,234973,0.467,0.041,0,Rock
2439,Caballero,Moderatto;KAROL G,alt-rock,0.853,0.694,-4.207,0.352,0.74,193106,0.0367,0.107,0,Rock
2443,King for a Day,Faith No More,alt-rock,0.871,0.421,-9.193,0.19,0.384,395093,0.00608,0.0351,1,Rock
2444,Quién Fuera,Los Bunkers,alt-rock,0.814,0.446,-3.421,0.101,0.554,218120,0.000682,0.0306,0,Rock
2446,Ángel Para Un Final,Los Bunkers,alt-rock,0.654,0.259,-3.858,0.219,0.452,243160,0.025,0.0331,0,Rock
2447,Al Final De Este Viaje En La Vida,Los Bunkers;Manuel García,alt-rock,0.607,0.512,-5.289,0.29,0.668,203146,0.205,0.0304,0,Rock
2450,Walking On A Dream,Empire of the Sun,alt-rock,0.701,0.871,-5.594,0.0589,0.716,198440,0.257,0.0458,79,Rock
2451,Fallen Star,The Neighbourhood,alt-rock,0.551,0.603,-6.259,0.192,0.439,224938,0.0696,0.0304,70,Rock
2452,ポラリス,BLUE ENCOUNT,alt-rock,0.941,0.534,-2.561,0.102,0.573,224213,0.00204,0.077,65,Rock
2453,MUKANJYO,Survive Said The Prophet,alt-rock,0.961,0.468,-4.082,0.226,0.31,192400,0.00364,0.114,64,Rock
2454,Compass,The Neighbourhood,alt-rock,0.82,0.7,-5.499,0.658,0.667,167960,0.238,0.0329,70,Rock
2455,Wires,The Neighbourhood,alt-rock,0.569,0.568,-6.013,0.342,0.266,193080,0.0004,0.0329,71,Rock
2456,Devil's Advocate,The Neighbourhood,alt-rock,0.681,0.662,-8.152,0.508,0.864,186306,0.0321,0.0315,71,Rock
2457,Kids,MGMT,alt-rock,0.931,0.451,-3.871,0.361,0.172,302840,0.00076,0.0719,78,Rock
2458,broken,lovelytheband,alt-rock,0.728,0.666,-5.808,0.0429,0.51,204878,0.00175,0.0419,70,Rock
2459,Horns,Bryce Fox,alt-rock,0.753,0.49,-5.411,0.268,0.325,217625,0.081,0.238,66,Rock
2461,Flawless,The Neighbourhood,alt-rock,0.871,0.568,-3.453,0.303,0.374,246493,0.0553,0.0308,70,Rock
2462,High and Dry,Radiohead,alt-rock,0.383,0.419,-11.782,0.0896,0.35,257480,0.0724,0.0256,75,Rock
2463,"Call It Fate, Call It Karma",The Strokes,alt-rock,0.241,0.544,-14.779,0.101,0.359,204773,0.983,0.03,72,Rock
2464,On And On,The Score,alt-rock,0.727,0.53,-5.179,0.212,0.385,215706,0.0387,0.0441,60,Rock
2465,Glory,The Score,alt-rock,0.613,0.564,-5.055,0.0825,0.48,166693,0.111,0.0318,60,Rock
2466,Way Maker - Single Version,Leeland,alt-rock,0.655,0.468,-6.384,0.104,0.222,206440,0.0149,0.0296,64,Rock
2467,Higher,The Score,alt-rock,0.745,0.449,-5.045,0.295,0.465,214613,0.00342,0.0327,60,Rock
2468,Never Going Back,The Score,alt-rock,0.619,0.546,-6.09,0.0585,0.625,197680,0.0122,0.042,61,Rock
2469,Nobody (feat. Matthew West),Casting Crowns;Matthew West,alt-rock,0.717,0.561,-5.72,0.138,0.455,206400,0.458,0.0381,67,Rock
2470,War of Change,Thousand Foot Krutch,alt-rock,0.887,0.531,-4.417,0.0657,0.626,231665,0.00261,0.0329,67,Rock
2471,The Pretender,Foo Fighters,alt-rock,0.959,0.433,-4.04,0.028,0.365,269373,0.000917,0.0431,79,Rock
2472,Bir Tek Sen Gelmedin,Flört,alt-rock,0.7,0.611,-7.966,0.291,0.707,261373,0.00181,0.0302,49,Rock
2473,How Great Is Our God,Chris Tomlin,alt-rock,0.573,0.318,-5.653,0.0854,0.0765,305426,0.107,0.0324,64,Rock
2474,Brujería,Los Tipitos,alt-rock,0.842,0.589,-5.309,0.259,0.273,182079,0.000373,0.0378,50,Rock
2475,Fuimos Amor,Esteman,alt-rock,0.554,0.824,-7.624,0.14,0.794,249426,0.176,0.0585,0,Rock
2476,Caleidoscópio - Ao Vivo,Os Paralamas Do Sucesso,alt-rock,0.494,0.567,-11.309,0.712,0.547,256720,0.245,0.046,50,Rock
2477,Lunita de Tucumán,Tan Bionica,alt-rock,0.745,0.383,-5.733,0.0872,0.675,236120,0.0109,0.0443,50,Rock
2478,Natural Born Killer,Highly Suspect,alt-rock,0.742,0.202,-5.29,0.128,0.155,196135,0.00169,0.124,5,Rock
2479,Back Round,Wolfmother,alt-rock,0.927,0.359,-4.906,0.0947,0.316,236866,2.68e-05,0.0676,0,Rock
2480,Miss World,Hole,alt-rock,0.722,0.331,-8.461,0.256,0.349,180066,0.00204,0.0408,0,Rock
2481,Noche Sensorial,Esteman,alt-rock,0.735,0.857,-5.223,0.0546,0.649,201000,0.145,0.0611,0,Rock
2482,Mil Horas,Los Abuelos De La Nada,alt-rock,0.474,0.706,-8.55,0.0789,0.545,165186,0.242,0.0598,0,Rock
2483,Woman,Wolfmother,alt-rock,0.94,0.236,-3.929,0.154,0.223,177186,2.15e-05,0.152,0,Rock
2484,そういえば今日から化け物になった,Creep Hyp,alt-rock,0.968,0.331,-2.496,0.357,0.694,211933,0.00835,0.109,0,Rock
2485,Difícil Querer,Esteman;Paula Pera y el fin de los Tiempos,alt-rock,0.609,0.639,-7.727,0.101,0.378,263586,0.0715,0.0316,0,Rock
2486,Vuelos,Bersuit Vergarabat,alt-rock,0.493,0.423,-9.569,0.0797,0.522,264586,0.1,0.0374,0,Rock
2487,Mejilla Izquierda,Los Caligaris,alt-rock,0.888,0.757,-5.636,0.139,0.543,229280,0.132,0.156,50,Rock
2488,Como Vez Primera,Esteman,alt-rock,0.664,0.686,-7.766,0.122,0.778,213040,0.176,0.0484,0,Rock
2489,Sencillamente,Bersuit Vergarabat,alt-rock,0.613,0.742,-7.3,0.115,0.966,307306,0.329,0.027,3,Rock
2490,La Soledad,Bersuit Vergarabat,alt-rock,0.671,0.639,-4.563,0.242,0.73,263933,0.105,0.0375,2,Rock
2491,Clarobscuro,La Vela Puerca,alt-rock,0.902,0.519,-4.693,0.257,0.122,308666,0.00289,0.0321,0,Rock
2492,Mi Caramelo,Bersuit Vergarabat,alt-rock,0.28,0.422,-10.487,0.116,0.343,203493,0.785,0.0375,0,Rock
2493,Baila Para Mi,La Mosca Tse-Tse,alt-rock,0.913,0.758,-4.182,0.289,0.968,205386,0.0794,0.0421,0,Rock
2494,Va A Escampar,La Vela Puerca,alt-rock,0.738,0.617,-5.103,0.154,0.342,281533,0.0137,0.029,0,Rock
2495,Sin Gamulán,Los Abuelos De La Nada,alt-rock,0.549,0.615,-12.159,0.0536,0.391,195400,0.536,0.0481,0,Rock
2496,Lunes Por La Madrugada,Los Abuelos De La Nada,alt-rock,0.655,0.613,-9.229,0.224,0.557,194693,0.0206,0.0288,0,Rock
2497,Esperando El Impacto,Bersuit Vergarabat,alt-rock,0.515,0.626,-5.26,0.218,0.478,217200,0.15,0.0255,0,Rock
2498,Un Pacto - Live In Buenos Aires / 2001,Bersuit Vergarabat,alt-rock,0.549,0.364,-7.18,0.961,0.208,295160,0.425,0.0328,0,Rock
2499,Balada Del Diablo y La Muerte,La Renga,alt-rock,0.771,0.407,-6.991,0.127,0.429,336360,0.128,0.0558,0,Rock
2500,R.I.P. 2 My Youth,The Neighbourhood,alt-rock,0.686,0.353,-5.704,0.123,0.177,205280,0.00216,0.0534,69,Rock
2501,Cherry Flavoured,The Neighbourhood,alt-rock,0.574,0.617,-9.768,0.0983,0.396,208453,0.23,0.0276,68,Rock
2502,Tonight You Are Mine,The Technicolors,alt-rock,0.6,0.634,-6.662,0.0796,0.64,230000,0.00203,0.0265,66,Rock
2504,シンデレラ,Cidergirl,alt-rock,0.955,0.572,-2.617,0.315,0.717,212310,0.0141,0.0626,62,Rock
2505,Nervous,The Neighbourhood,alt-rock,0.614,0.589,-7.528,0.31,0.318,245000,0.0213,0.0426,70,Rock
2506,Boku no Sensou - TV Size,Shinsei Kamattechan,alt-rock,0.891,0.447,-4.776,0.39,0.517,90960,0.00447,0.0788,59,Rock
2507,Why,Dominic Fike,alt-rock,0.856,0.684,-2.676,0.109,0.343,139906,0.342,0.0411,71,Rock
2508,Watch Over You,Alter Bridge,alt-rock,0.658,0.276,-5.418,0.161,0.16,259133,0.0836,0.0329,60,Rock
2509,Never Tear Us Apart,Bishop Briggs,alt-rock,0.6,0.372,-6.027,0.139,0.0753,194826,0.00643,0.0351,59,Rock
2513,Awake and Alive,Skillet,alt-rock,0.939,0.434,-2.983,0.491,0.569,209493,0.0425,0.0593,69,Rock
2514,Happy Pills,Weathers,alt-rock,0.885,0.521,-4.934,0.324,0.344,203080,0.00327,0.125,71,Rock
2515,Miracle,The Score,alt-rock,0.766,0.638,-4.12,0.273,0.588,206400,0.0621,0.0368,59,Rock
2516,"Arise (From Marvel's ""Cloak & Dagger"")",The Seige,alt-rock,0.852,0.627,-3.545,0.138,0.412,130500,0.0212,0.172,61,Rock
2517,Everybody Hurts,R.E.M.,alt-rock,0.324,0.467,-10.451,0.118,0.166,320266,0.615,0.0255,75,Rock
2518,Twisted,MISSIO,alt-rock,0.789,0.577,-4.661,0.214,0.149,222706,0.00532,0.0427,66,Rock
2519,Fake Plastic Trees,Radiohead,alt-rock,0.229,0.463,-12.592,0.202,0.135,290706,0.167,0.0297,72,Rock
2520,Money Run Low,The Score,alt-rock,0.933,0.651,-3.978,0.306,0.798,185466,0.0203,0.0457,61,Rock
2521,Finish Line,Skillet,alt-rock,0.803,0.53,-5.031,0.316,0.565,206060,0.0545,0.0386,64,Rock
2522,"Lord, I Need You",Matt Maher,alt-rock,0.451,0.457,-6.997,0.0928,0.185,205666,0.517,0.029,64,Rock
2523,Fear No More,The Afters,alt-rock,0.587,0.501,-5.587,0.0886,0.279,202478,0.218,0.0282,56,Rock
2524,Good Good Father,Chris Tomlin,alt-rock,0.587,0.429,-4.588,0.108,0.164,293398,0.315,0.0275,66,Rock
2525,Tudo Pro Alto - Ao Vivo,Charlie Brown Jr.,alt-rock,0.983,0.474,-5.498,0.691,0.725,184093,0.0182,0.0598,48,Rock
2526,Aquela Paz,Charlie Brown Jr.,alt-rock,0.487,0.586,-9.29,0.181,0.693,176960,0.769,0.0341,49,Rock
2527,Proibida Pra Mim (Grazon) - Ao Vivo,Charlie Brown Jr.,alt-rock,0.976,0.345,-4.74,0.487,0.818,151666,0.000587,0.0487,48,Rock
2528,O Amanhã,Detonautas Roque Clube,alt-rock,0.562,0.563,-8.621,0.145,0.314,211706,0.139,0.0268,49,Rock
2529,Muévelo,Los Piojos,alt-rock,0.838,0.616,-5.274,0.365,0.926,261133,0.0776,0.0423,49,Rock
2530,Pescador de ilusões - Ao vivo acústico,O Rappa,alt-rock,0.806,0.385,-8.967,0.933,0.693,306266,0.237,0.0398,50,Rock
2531,Eso Vive,Catupecu Machu,alt-rock,0.961,0.671,-2.564,0.0306,0.922,181560,0.00558,0.0732,49,Rock
2532,Departamento,Bandalos Chinos;Adan Jodorowsky,alt-rock,0.674,0.698,-5.769,0.359,0.739,234866,0.311,0.0464,0,Rock
2533,Toloache Pa' Mi Negra - En Vivo,Panteon Rococo,alt-rock,0.897,0.411,-9.229,0.939,0.668,218280,0.00312,0.0629,49,Rock
2534,Demasiado,Bandalos Chinos,alt-rock,0.425,0.776,-9.724,0.111,0.427,226133,0.27,0.0335,0,Rock
2535,Youth of the Nation,P.O.D.,alt-rock,0.897,0.555,-6.147,0.392,0.473,257398,0.00377,0.0645,0,Rock
2536,El Ojo Blindado,Sumo,alt-rock,0.894,0.192,-7.136,0.025,0.67,134173,3.42e-06,0.0421,50,Rock
2537,Wonderful Christmastime,The Shins,alt-rock,0.689,0.634,-5.406,0.114,0.899,146520,0.0109,0.0307,0,Rock
2538,Nueve,Enjambre,alt-rock,0.832,0.466,-5.235,0.156,0.509,211240,0.0277,0.047,49,Rock
2539,Vámonos De Viaje,Bandalos Chinos,alt-rock,0.748,0.768,-6.149,0.341,0.868,236426,0.0231,0.0304,0,Rock
2542,Santa Monica,Everclear,alt-rock,0.942,0.491,-5.333,0.367,0.398,191506,0.156,0.109,0,Rock
2543,Dime - 2008 Remaster,Gondwana,alt-rock,0.534,0.787,-7.779,0.114,0.897,256026,0.114,0.0582,0,Rock
2544,Alive - Chris Lord-Alge Mix,P.O.D.,alt-rock,0.95,0.421,-3.985,0.314,0.553,205026,1.21e-05,0.0769,0,Rock
2545,Felicidad,Gondwana,alt-rock,0.666,0.744,-7.213,0.162,0.806,341026,0.00147,0.0507,0,Rock
2547,Un Toque Mágico,Tex Tex,alt-rock,0.682,0.688,-6.345,0.297,0.506,254275,0.101,0.0709,50,Rock
2548,Rompecabezas De Amor... - Live In Buenos Aires / 2016,Las Pastillas del Abuelo,alt-rock,0.688,0.508,-5.879,0.896,0.334,305813,0.33,0.0319,0,Rock
2549,Tantas Escaleras - Live In Buenos Aires / 2016,Las Pastillas del Abuelo,alt-rock,0.827,0.433,-5.992,0.737,0.549,273533,0.00932,0.0312,0,Rock
2550,My Type,Saint Motel,alt-rock,0.896,0.595,-2.951,0.0748,0.567,204811,0.0641,0.047,70,Rock
2551,Céu Azul,Charlie Brown Jr.,alt-rock,0.598,0.68,-6.147,0.106,0.62,198786,0.61,0.027,48,Rock
2552,Scary Love,The Neighbourhood,alt-rock,0.636,0.595,-5.981,0.196,0.147,222666,9.45e-05,0.0312,69,Rock
2553,Mind Over Matter,Young the Giant,alt-rock,0.763,0.466,-4.448,0.0973,0.293,244693,0.000501,0.0318,71,Rock
2554,Selfless,The Strokes,alt-rock,0.679,0.538,-4.297,0.0889,0.0888,222093,0.191,0.0333,71,Rock
2555,Tears Don't Fall,Bullet For My Valentine,alt-rock,0.931,0.214,-3.347,0.0797,0.233,348386,0.000705,0.143,65,Rock
2556,Victorious,The Score,alt-rock,0.715,0.509,-6.328,0.468,0.277,196616,0.0303,0.0419,53,Rock
2557,Cult of Personality,Living Colour,alt-rock,0.918,0.504,-3.463,0.78,0.539,294826,0.00164,0.0517,68,Rock
2558,Burn It to the Ground,Nickelback,alt-rock,0.922,0.617,-3.474,0.363,0.6,212346,0.000247,0.0744,73,Rock
2560,About A Girl,Nirvana,alt-rock,0.932,0.409,-4.538,0.31,0.591,166640,1.87e-05,0.0339,74,Rock
2561,White Flag,Bishop Briggs,alt-rock,0.805,0.524,-4.08,0.209,0.354,230586,0.062,0.065,61,Rock
2562,"You're Gonna Go Far, Kid",The Offspring,alt-rock,0.917,0.55,-3.159,0.197,0.601,177826,0.00428,0.0638,81,Rock
2563,Orchestra,The Servant,alt-rock,0.834,0.519,-5.369,0.162,0.465,212226,0.00965,0.0339,47,Rock
2564,Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,Charlie Brown Jr.,alt-rock,0.596,0.544,-10.325,0.989,0.794,282333,0.226,0.059,48,Rock
2565,"10,000 Reasons (Bless The Lord) [Radio Version] - Radio Version/Live",Matt Redman,alt-rock,0.561,0.459,-7.091,0.0998,0.306,256933,0.0839,0.0271,65,Rock
2566,Pontes Indestrutíveis,Charlie Brown Jr.,alt-rock,0.711,0.729,-8.04,0.198,0.808,209084,0.248,0.119,48,Rock
2567,Mute,Drowning Pool,alt-rock,0.815,0.567,-4.668,0.0867,0.378,200000,0.000277,0.0286,1,Rock
2568,Ella Debe Estar Tan Linda,Patricio Rey y sus Redonditos de Ricota,alt-rock,0.863,0.268,-6.09,0.129,0.447,241306,0.00197,0.0478,48,Rock
2569,Tudo Que Ela Gosta De Escutar - Ao Vivo,Charlie Brown Jr.,alt-rock,0.89,0.513,-5.253,0.687,0.73,190960,0.0319,0.0728,48,Rock
2570,Se te nota,Los Tipitos,alt-rock,0.677,0.589,-8.452,0.241,0.702,239360,0.00242,0.0242,48,Rock
2571,Superlógico,Patricio Rey y sus Redonditos de Ricota,alt-rock,0.73,0.624,-8.811,0.2,0.761,184840,0.419,0.0322,48,Rock
2572,Hoje - Ao Vivo,Charlie Brown Jr.;Marcelo Nova,alt-rock,0.967,0.589,-6.05,0.84,0.44,262533,0.0163,0.0751,48,Rock
2573,Te Estoy Mirando,Caifanes,alt-rock,0.957,0.606,-3.951,0.0934,0.683,224693,0.335,0.0562,48,Rock
2574,Rodo cotidiano - Ao vivo,O Rappa,alt-rock,0.896,0.483,-5.206,0.965,0.392,207197,0.186,0.0887,48,Rock
